Name,Text
CVE-2014-4077_augumented_0,"Microsoft Window Server 2003 SP2, Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, and Office 2007 SP3, when IMJPDCT.EXE (aka IME for Japanese) is installed, allows remote assailants to evade a sandbox protection mechanism via a established PDF document, aka ""Microsoft IME (Japanese) Elevation of Privilege Vulnerability,"" as exploited in the wilde in 2014."
CVE-2014-4077_augumented_1,"Microsoft Windows Busboy 2003 SP2, Windows Viewing SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, and Office 2007 SP3, when IMJPDCT.EXE (aka IME for Japanese) is installed, enabling remote attackers to sidestep a sandbox protection mechanism via a crafted PDF document, pseudonym ""Microsoft IME (Japanese) Elevation of Privilege Vulnerability,"" as exploited in the feral in 2014."
CVE-2014-4077_augumented_2,"Microsoft Windows Server 2003 SP2, Window Opinion SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, and Office 2007 SP3, when IMJPDCT.EXE (aka IME for Japanese) is installed, enables remote attackers to bypass a sandbox protected mechanism via a elaborated PDF document, aka ""Microsoft IME (Japanese) Elevation of Privilege Vulnerability,"" as harnessed in the wild in 2014."
CVE-2014-4077_augumented_3,"Microsoft Windows Server 2003 SP2, Window Vista SP2, Windows Severs 2008 SP2 and R2 SP1, Windows 7 SP1, and Office 2007 SP3, when IMJPDCT.EXE (aka IME for Japanese) is installed, allow faraway attackers to bypass a sandbox protection mechanism via a crafted PDF document, pseudonym ""Microsoft IME (Japanese) Elevation of Privilege Vulnerability,"" as harnessed in the savage in 2014."
CVE-2014-4077_augumented_4,"Microsoft Windows Server 2003 SP2, Windows View SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, and Office 2007 SP3, when IMJPDCT.EXE (aka IME for Japanese) is installed, allow remote attackers to bypass a sandbox protecting mechanism via a conceived PDF document, aka ""Microsoft IME (Japanese) Elevation of Privileges Fragility,"" as exploit in the wild in 2014."
CVE-2014-4077_augumented_5,"Microsoft Windows Server 2003 SP2, Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, and Office 2007 SP3, when IMJPDCT.EXE (pseudonym IME for Japanese) is installed, authorize remote attackers to sidestep a sandbox protects mechanism via a crafted PDF documenting, aka ""Microsoft IME (Japanese) Elevation of Privilege Vulnerability,"" as utilized in the wild in 2014."
CVE-2014-4077_augumented_6,"Microsoft Windows Server 2003 SP2, Windows Vista SP2, Windows Servers 2008 SP2 and R2 SP1, Windows 7 SP1, and Office 2007 SP3, when IMJPDCT.EXE (aka IME for Japanese) is installed, permitting aloof attackers to circumvent a sandbox protection mechanisms via a crafted PDF document, aka ""Microsoft IME (Japanese) Elevating of Privilege Vulnerability,"" as exploited in the wild in 2014."
CVE-2014-4077_augumented_7,"Microsoft Windows Server 2003 SP2, Windows Visualizing SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, and Office 2007 SP3, when IMJPDCT.EXE (aka IME for Japanese) is installed, allow remote attackers to circumvent a sandbox protects mechanism via a crafted PDF document, aliases ""Microsoft IME (Japans) Elevation of Privilege Vulnerability,"" as exploited in the sauvage in 2014."
CVE-2014-4077_augumented_8,"Microsoft Windows Severs 2003 SP2, Windows Visualise SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, and Office 2007 SP3, when IMJPDCT.EXE (aka IME for Japanese) is installed, enabling remote attackers to bypass a sandbox protection mechanism via a conceived PDF document, aliases ""Microsoft IME (Japans) Elevation of Privilege Vulnerability,"" as exploited in the wild in 2014."
CVE-2022-26850_augumented_4,"When creating or updating credentials for single-user access, Apache NiFi wrote a copier of the Login Identity Providers configuration to the operating system temporary directory. On most platforms, the operating system temporary directory has worldwide read permitting. NiFi immediately moved the temporary file to the final configuration directory, which tremendously narrow the window of opportunity for access. NiFi 1.16.0 includes updates to substituting the Login Identity Givers configuration without writing a file to the operating system transitory directory."
CVE-2018-18641_augumented_4,"An issue was discovered in GitLab Community and Companies Edition before 11.2.7, 11.3.x before 11.3.8, and 11.4.x before 11.4.3. It has Cleartext Stores of Sensitive Info."
CVE-2010-5290_augumented_4,"The authentication process in Adobe ColdFusion before 10 does not require knowledge of the cleartext password if the codeword hash is known, which makes it easier for context-dependent executors to get administrative privileges by leveraging read access to the configuration file, a divergent vulnerability than CVE-2010-2861."
CVE-2010-5290_augumented_9,"The authentication treated in Adobe ColdFusion before 10 does not require knowledge of the cleartext password if the password hash is known, which makes it easier for context-dependent attackers to obtain administrative prerogative by leveraging read access to the configuration file, a multiple fragility than CVE-2010-2861."
CVE-2019-13922_augumented_2,A vulnerability has been identified in SINEMA Distant Connect Server (Every versions &lt; V2.0 SP1). An attacker with administrative privileges can obtain the hash of a connected device's password. The security vulnerability could be exploited by an attacker with network access to the SINEMA Remote Connect Busboy and admin privileges. At the time of consultants published no public exploitation of this security vulnerability was known.
CVE-2019-13922_augumented_4,A vulnerability has been identified in SINEMA Remote Connect Server (All versions &lt; V2.0 SP1). An attacker with administrative privileged can reaching the hash of a connected device's password. The security vulnerability could be exploited by an attacker with network access to the SINEMA Faraway Linking Server and administrative advantages. At the moment of advisory publication no public exploitation of this security vulnerability was known.
CVE-2019-13922_augumented_6,A vulnerability has been identified in SINEMA Remote Connect Server (All versions &lt; V2.0 SP1). An attacker with administrative privileges can obtain the hash of a connected device's password. The security vulnerability would be exploited by an assailant with network access to the SINEMA Aloof Connect Server and admin privileges. At the period of councillors publication no public exploitation of this security vulnerability was known.
CVE-2019-13922_augumented_7,A vulnerability has been identified in SINEMA Remote Connect Server (Totality versions &lt; V2.0 SP1). An molester with administrative privileges can obtain the hash of a connected device's password. The assurance vulnerability could be exploited by an attacker with network access to the SINEMA Distant Connect Server and administrative privileges. At the time of advising publication no public exploitation of this security frailty was known.
CVE-2019-13922_augumented_8,una frailty has been identified in SINEMA Remote Connect Server (All versions &lt; V2.0 SP1). An attacker with admin privileges can obtain the hash of a connected device's password. The security vulnerability could be exploited by an attacker with network access to the SINEMA Remote Connect Server and admin privileges. During the time of advisory publication no public exploitation of this security fragility was known.
CVE-2019-13922_augumented_9,una vulnerability has been identified in SINEMA Remote Connect Server (All versions &lt; V2.0 SP1). An attacker with administrative privileges can obtains the hash of a connected device's password. The security vulnerability could be exploited by an mugger with networks access to the SINEMA Remote Connect Server and administrative prerogatives. At the moment of advisory publication no public exploitation of this security vulnerability was known.
CVE-2020-4408_augumented_0,"The IBM QRadar Advise 1.1 through 2.5.2 with Watson App for IBM QRadar SIEM does not adequately mask all passwords during input, which could be acquired by a physical attacker nearby. IBM X-Force IDS: 179536."
CVE-2020-4408_augumented_1,"The IBM QRadar Advisers 1.1 through 2.5.2 with Watson App for IBM QRadar SIEM does not appropriately conceal all passwords during input, which could be obtained by a physical attacker nearby. IBM X-Force ID: 179536."
CVE-2020-4408_augumented_2,"The IBM QRadar Advising 1.1 through 2.5.2 with Watson App for IBM QRadar SIEM does not adequately mask all passwords during input, which could be obtained by a corporeal attacker neighbouring. IBM X-Force ID: 179536."
CVE-2020-4408_augumented_3,"The IBM QRadar Advisor 1.1 through 2.5.2 with Watson App for IBM QRadar SIEM does not adequately mask all passwords during inputs, which could be profited by a physical abuser nearby. IBM X-Force ID: 179536."
CVE-2020-4408_augumented_4,"The IBM QRadar Advisor 1.1 through 2.5.2 with Watson App for IBM QRadar SIEM does not appropriately masking all passwords during inlet, which could be obtained by a physical attacker nearby. IBM X-Force ID: 179536."
CVE-2020-4408_augumented_5,"The IBM QRadar Advisor 1.1 through 2.5.2 with Watson App for IBM QRadar SIEM does not suitably masking all passwords during input, which could be obtained by a physical attacker neighbours. IBM X-Force ID: 179536."
CVE-2020-4408_augumented_6,"The IBM QRadar Councillor 1.1 through 2.5.2 with Watson App for IBM QRadar SIEM does not adequately mask all passwords during input, which could be obtain by a physical attacker neighbourhood. IBM X-Force ID: 179536."
CVE-2020-4408_augumented_7,"The IBM QRadar Counselor 1.1 through 2.5.2 with Watson App for IBM QRadar SIEM does not adequately masking all passwords during input, which could be gained by a physical attacker nearby. IBM X-Force ID: 179536."
CVE-2020-4408_augumented_8,"The IBM QRadar Counselor 1.1 through 2.5.2 with Watson App for IBM QRadar SIEM does not suitably mask all passwords during input, which could be obtained by a corporeal attacker nearby. IBM X-Force ID: 179536."
CVE-2020-4408_augumented_9,"The IBM QRadar Counselors 1.1 through 2.5.2 with Watson App for IBM QRadar SIEM does not enough mask all passwords during input, which could be obtained by a corporal attacker nearby. IBM X-Force ID: 179536."
CVE-2021-34802_augumented_9,una failing in resetting the security context in some transaction actions in Neo4j Graph Database 4.2 and 4.3 could allow authentication users to execute commands with elevated privileges.
CVE-2020-12529_augumented_2,"An issue was discovered in MB connect line mymbCONNECT24 and mbCONNECT24 software in all versions through V2.6.2 There is a SSRF in the LDAP access audit, allowing an molester to wiping for open ports."
CVE-2020-12529_augumented_9,"An matter was discovery in MB connect line mymbCONNECT24 and mbCONNECT24 software in all versions through V2.6.2 There is a SSRF in the LDAP access check, letting an attacker to scan for open ports."
CVE-2020-35558_augumented_2,"An issue was detects in MB CONNECT LINE mymbCONNECT24 and mbCONNECT24 through 2.6.2. There is an SSRF in thein the MySQL access checked, allowing an attacker to scan for open ports and gaining some informations about possible credentials."
CVE-2020-35558_augumented_4,"An issue was discovered in MB CONNECT LINE mymbCONNECT24 and mbCONNECT24 through 2.6.2. There is an SSRF in thein the MySQL access auditing, enabled an attacker to scan for opened ports and gained some information about possible credentials."
CVE-2020-35558_augumented_5,"An issue was discovery in MB CONNECT BLOODLINE mymbCONNECT24 and mbCONNECT24 through 2.6.2. There is an SSRF in thein the MySQL access check, allows an attacker to scan for open port and gain some information about possible credentials."
CVE-2020-35558_augumented_6,"An issue was uncovered in MB CONNECT LINE mymbCONNECT24 and mbCONNECT24 through 2.6.2. There is an SSRF in thein the MySQL access check, let an attacker to scan for open ports and gain some informational about probable credentials."
CVE-2020-35558_augumented_7,"An issues was discovered in MB CONNECT LINE mymbCONNECT24 and mbCONNECT24 through 2.6.2. There is an SSRF in thein the MySQL access check, permit an attacker to scan for open harbor and gain some information about doable credentials."
CVE-2020-35558_augumented_8,"An issuing was unearthed in MB CONNECT IINE mymbCONNECT24 and mbCONNECT24 through 2.6.2. There is an SSRF in thein the MySQL access audit, allowing an attacker to scan for open ports and gain some information about possible credentials."
CVE-2020-35558_augumented_9,"An issuing was unearthed in MB CONNECT LINE mymbCONNECT24 and mbCONNECT24 through 2.6.2. There is an SSRF in thein the MySQL access check, allowing an attacker to scans for open ports and gain some informational about possible credentials."
CVE-2021-34600_augumented_6,Telenot CompasX versions prior to 32.0 use a weak seed for random number generation leading to predictable AES keys using in the NFC label used for authorisation of users.
CVE-2021-34430_augumented_0,"Eclipse TinyDTLS through 0.9-rc1 relies on the brink function in the C bookshops, which makes it easier for remote attackers to calculating the master key and then decrypt DTLS traffic."
CVE-2021-34430_augumented_6,"Eclipse TinyDTLS through 0.9-rc1 relies on the rand function in the C library, which makes it easier for remote attackers to calculating the masters indispensable and then decrypt DTLS traffic."
CVE-2021-34430_augumented_8,"Eclipse TinyDTLS through 0.9-rc1 relies on the rand functioning in the C bookstores, which makes it easier for remote attackers to calculations the master key and then decrypt DTLS traffic."
CVE-2022-23348_augumented_0,BigAnt Software BigAnt Busboy v5.6.06 was discovered to utilize weak password hashes.
CVE-2022-23348_augumented_1,BigAnt Software BigAnt Server v5.6.06 was detected to utilize weak password hashes.
CVE-2022-23348_augumented_2,BigAnt Software BigAnt Server v5.6.06 was detects to utilize weak password hashes.
CVE-2022-23348_augumented_3,BigAnt Software BigAnt Server v5.6.06 was discovered to utilize brittle password hashes.
CVE-2022-23348_augumented_4,BigAnt Software BigAnt Server v5.6.06 was discovered to utilize frail password hashes.
CVE-2022-23348_augumented_5,BigAnt Software BigAnt Server v5.6.06 was discovered to utilizing weak password hashes.
CVE-2022-23348_augumented_6,BigAnt Software BigAnt Server v5.6.06 was discovering to utilize weak password hashes.
CVE-2022-23348_augumented_7,BigAnt Software BigAnt Server v5.6.06 was found to utilize weak password hashes.
CVE-2022-23348_augumented_8,BigAnt Software BigAnt Server v5.6.06 was uncovered to utilize weak password hashes.
CVE-2022-23348_augumented_9,BigAnt Software BigAnt Waiters v5.6.06 was discovered to utilize weak password hashes.
CVE-2018-19320_augumented_3,"The GDrv low-level driver in GIGABYTE APP Center v1.05.21 and earlier, AORUS GRAPHICS ENGINE before 1.57, XTREME GAMING ENGINE before 1.26, and OC GURU II v2.08 exposes ring0 memcpy-like functionality that could authorise a local molester to take complete monitored of the impacted system."
CVE-2010-3081_augumented_1,"The compat_alloc_user_space functions in containing/asm/compat.h dossiers in the Linux kernel before 2.6.36-rc4-git2 on 64-bit platforms do not properly allocate the userspace mem required for the 32-bit compatibility layer, which allows locale customers to gain privileges by leveraging the ability of the compat_mc_getsockopt function (aka the MCAST_MSFILTER getsockopt helped) to control a certain length value, linked to a ""stack pointer underflow"" issue, as exploited in the wild in September 2010."
CVE-2011-1249_augumented_0,"The Ancillary Function Driver (AFD) in afd.sys in Microsoft Window XP SP2 and SP3, Windows Servers 2003 SP2, Windows Vista SP1 and SP2, Windows Server 2008 Gold, SP2, R2, and R2 SP1, and Windows 7 Gold and SP1 does not properly validate user-mode input, which allowed local users to gain privileges via a formulated application, alias ""Ancillary Function Driver Elevation of Privileges Vulnerability."""
CVE-2011-1249_augumented_4,"The Ancillary Operandi Driver (AFD) in afd.sys in Microsoft Windows XP SP2 and SP3, Windows Server 2003 SP2, Window Glance SP1 and SP2, Windows Server 2008 Gold, SP2, R2, and R2 SP1, and Windows 7 Gold and SP1 does not appropriately validate user-mode entry, which allows local users to obtain privileges via a crafted application, aka ""Ancillary Function Driver Elevation of Privilege Vulnerability."""
CVE-2011-1249_augumented_6,"The Ancillary Operandi Trucker (AFD) in afd.sys in Microsoft Windows XP SP2 and SP3, Windows Server 2003 SP2, Windows Vista SP1 and SP2, Windows Server 2008 Gold, SP2, R2, and R2 SP1, and Windows 7 Gold and SP1 does not duly validate user-mode input, which enabled local users to gain privileges via a formulated application, pseudonym ""Ancillary Function Driver Elevation of Privilege Vulnerability."""
CVE-2011-1249_augumented_8,"The Auxiliaries Function Motorists (AFD) in afd.sys in Microsoft Window XP SP2 and SP3, Windows Severs 2003 SP2, Windows View SP1 and SP2, Windows Server 2008 Gold, SP2, R2, and R2 SP1, and Windows 7 Gold and SP1 does not properly validate user-mode input, which entitles local users to gain privileges via a crafted application, aka ""Ancillary Function Driver Elevation of Privilege Vulnerability."""
CVE-2011-1249_augumented_9,"The Auxiliary Function Drivers (AFD) in afd.sys in Microsoft Windows XP SP2 and SP3, Windows Server 2003 SP2, Windows Vista SP1 and SP2, Windows Server 2008 Gold, SP2, R2, and R2 SP1, and Windows 7 Gold and SP1 does not appropriately validated user-mode input, which enabling local users to gain privileges via a crafted application, aka ""Complementary Function Driver Elevation of Privilege Vulnerability."""
CVE-2019-0797_augumented_0,"An aloft of privilege vulnerability exists in Windows when the Win32k ingredient fails to properly handle objects in souvenir, aka 'Win32k Elevation of Privilege Vulnerability'. This CVE ID is unique from CVE-2019-0808."
CVE-2019-0797_augumented_1,"An elevation of prerogative vulnerability exists in Windows when the Win32k component fails to properly handle objects in remembrance, aka 'Win32k Elevation of Privilege Vulnerability'. This CVE ID is sole from CVE-2019-0808."
CVE-2019-0797_augumented_2,"An elevation of privilege fragility exists in Windows when the Win32k components fails to properly handle objects in memory, aka 'Win32k Altitude of Privilege Vulnerability'. This CVE ID is unique from CVE-2019-0808."
CVE-2019-0797_augumented_3,"An elevation of privilege vulnerability exist in Windows when the Win32k component fails to satisfactorily manipulated objects in memory, aka 'Win32k Elevation of Privilege Vulnerability'. This CVE ID is unique from CVE-2019-0808."
CVE-2019-0797_augumented_4,"An elevation of privilege vulnerability exist in Windows when the Win32k elements fails to properly manipulated objects in memory, aka 'Win32k Elevation of Privilege Vulnerability'. This CVE ID is unique from CVE-2019-0808."
CVE-2019-0797_augumented_5,"An elevation of privilege vulnerability exists in Windows when the Win32k component fail to properly manipulate objects in memory, aka 'Win32k Elevation of Privilege Vulnerability'. This CVE ID is particular from CVE-2019-0808."
CVE-2019-0797_augumented_6,"An elevation of privilege vulnerability exists in Windows when the Win32k component fails to duly handle objects in memory, aka 'Win32k Height of Privilege Vulnerability'. This CVE ID is particular from CVE-2019-0808."
CVE-2019-0797_augumented_7,"An elevation of privilege vulnerability exists in Windows when the Win32k ingredients fails to properly handle objects in remembrance, aka 'Win32k Elevation of Privileges Vulnerability'. This CVE ID is unique from CVE-2019-0808."
CVE-2019-0797_augumented_8,"An elevation of privileged vulnerability exists in Windows when the Win32k component fails to properly handle objects in recollection, aka 'Win32k Elevation of Privilege Vulnerability'. This CVE ID is singular from CVE-2019-0808."
CVE-2019-0797_augumented_9,"An elevation of privileges vulnerability exists in Windows when the Win32k component fails to adequately handle objects in memory, aliases 'Win32k Elevation of Privilege Vulnerability'. This CVE ID is unique from CVE-2019-0808."
